Author,Comment,Published At
@BinodRai-zp6gr,Love you bro best songs in 2025 keep going bro.... 🇳🇵🇳🇵,2025-01-21T03:51:42Z
@meiphuow8.06,trương lục nhương và tô tại tại liên kết bài hát siu iu này ,2025-01-21T03:01:58Z
@jevils_,0:34,2025-01-21T02:44:43Z
@RayZitsu,She's gorgeous 💚,2025-01-21T02:17:10Z
@Joyxson,0:41 best,2025-01-21T01:49:15Z
@razi_haron,I always hear this music in cats videos 😂 that's why i ended up here.,2025-01-21T01:40:18Z
@ejguy4123,i think robinskulls music is way better than yung kai,2025-01-21T01:25:20Z
@Mimi-th3cat,omg its julia ma,2025-01-21T01:07:49Z
@carrienadinelucanas,Juliama Soo pretty,2025-01-21T01:05:52Z
@nicegirlchef234,was that julia ma on the thumbnail,2025-01-21T00:22:50Z
@reisdimitrescu,my kisah,2025-01-20T23:18:08Z
@raulsinn4106,"Instagram reels, nice one",2025-01-20T22:32:19Z
@Starflwr_,Such a beautiful song 🎧,2025-01-20T22:06:14Z
@jimmyshenmusic,开头差点把我带到 像风一样自由,2025-01-20T20:11:56Z
@yumxhtutkai8591,张秋月 you taught me how to love blue,2025-01-20T18:42:35Z
@Astolfo-Alter,Self love is important too :],2025-01-20T17:30:55Z
@user-shidne10,장루랑 쑤짜이짜이 사랑해라.,2025-01-20T16:27:31Z
@gianvernonballesteros3530,❤❤❤,2025-01-20T16:07:44Z
@bhardwajprarthna,"Hey, yung kai is it your experience and you wrote it on your song?  Your voice and lyrics whole song is beautiful like spring sunshine. It's not perfect for too many but its really a masterpiece for way too many. For someone who is in love, who wants to be love it's really heartwarming and bright. It's shining and magical and very relaxing and calming. It's like a dream, a very bright and relaxing dream. It's warm. I thank you for sharing this warm but cool and beautiful song to the world. I hope everyone to love each other, be kind, a little kindness really means a lot. A little help without expecting, a little praise without jealously. A little hug without hate. Love more, It's like ocean it does not seek water but spread it. Hope everyone in this world get love, love each other, be happy, shine, smile and kind. Just like Guran and Jiang Jia, Zhang lurang and Su Zaizai, Gaun Fang and his grandma, everyone loves like this, stay healthy and happy. Yung Kai, I wish you all the happiness and love and great health. Love, Live and Shine. Not as your fan but as your fan and friend someone who think you are amazingly amazing.",2025-01-20T16:00:29Z
@Monirulislam-ul5yl,i listened it 1000th,2025-01-20T14:30:13Z
@harisarfan6781,"Her laugh, her smile, her voice, her eyes...",2025-01-20T14:08:05Z
@rynnnrunn,is that juliama????,2025-01-20T12:55:53Z
@lutpiakram8093,Can u make the taxt Bigger?,2025-01-20T12:22:51Z
@titeng_may_abs,It's hard to cover 😢,2025-01-20T12:00:00Z
@sunrevolver,This somehow gave the feeling of a feeling from a distant past catching up to present time..,2025-01-20T11:26:24Z
@roninn715,"Sekarang gua masih jomblo,ntar gua balik lagi kalo udah punya pacar untuk benar benar menikmati dan memahi lagu ini..awas ja,tunggu ya!!",2025-01-20T10:16:48Z
@TenzinJigme-rg4ud,I want to be like yungkai when i grow up,2025-01-20T08:07:00Z
@LalboiHangsing-zr9zj,"Im so fed up of this song,its everywhere especially on ig,when we viewed someones stories in ig this song will always came up",2025-01-20T07:36:05Z
@Ulbul12,1:07,2025-01-20T07:25:23Z
@anbinhtran453,chill ác luôn :),2025-01-20T05:58:23Z
@AditiRai-o2m,"Ini untuk Putri. Aku merindukanmu. Dan setiap kali aku mendengarkan lagu ini, aku teringat padamu. Mengapa kamu begitu istimewa? Jantungku berdebar kencang saat aku memikirkanmu. Apa yang terjadi?",2025-01-20T05:42:19Z
@pururc7615,It was just a dream 😐,2025-01-20T05:18:41Z
@namkhaenh,"i just want to find more something like that, can anyone rcm for me pls",2025-01-20T03:26:13Z
@andiniamaliaputri6892,My last request first,2025-01-20T03:15:20Z
@SakibReza-sm6gk,This song is just perfect!!! 🌸,2025-01-20T03:08:25Z
@PrinceEfrenBual,Yeah I'm crying it's like an sad song😢😢,2025-01-20T03:04:57Z
@theEmBoi,"Yup, I'm going to die alone",2025-01-20T02:22:42Z
@ChaosBlackbert,Beautiful music,2025-01-20T00:21:27Z
@AmyAlways,so sweet :)) 🍃🌻🤍🌻🍃,2025-01-20T00:16:34Z
@Capertheghost,Not trying to be racist but this would make the best opening for a romance anime .😅,2025-01-19T23:42:14Z
@radrab8630,I'm so happy ❤,2025-01-19T23:12:14Z
@CharlotteTawa89,Love songs are always the best songs to listen to. They always have a nice calming vibe to it.,2025-01-19T22:43:51Z
@PapriDebbarma-s8y,"This songs represent many peoples imagination love with the person u met life at once...

I m also like a example 😢❤😢",2025-01-19T19:57:21Z
@iistrawx4784,"I love this song. Like love this song, it’s so dreamy, i feel like your floating on a cloud, it’s insane what this song makes me feel, I LOVE THIS SONG 😭😭😭",2025-01-19T18:50:52Z
@The990ParadoX,<3,2025-01-19T18:30:27Z
@kamnayz4401,💙💙💙💙,2025-01-19T18:25:57Z
@fancywtw,beautiful,2025-01-19T18:04:05Z
@æleny,I'm here since 2022 and I'm very glad that Kai is getting more popular! I need to say congrats with all my heart💞 I hope YungKai get more 'n' more popular each dayy💫,2025-01-19T17:39:29Z
@bukanwibuasw1292,i'm pretty sure most of the listeners are single compared to those wo are in a relationship.,2025-01-19T17:07:08Z
@er32_jack,I listen to this song so often that I actually memorize it without looking at the lyrics.,2025-01-19T17:00:03Z
@dis_f,Thats Julia isnt it?,2025-01-19T16:44:30Z
@apabisagitu,Great love song❤,2025-01-19T16:29:14Z
@anggihxatiya7897,Take me back when its 2045,2025-01-19T15:33:26Z
@WaifuMusician,😍😍😍😍😍😍😍,2025-01-19T15:13:45Z
@H3ERT4Teyyyy,Every time I listen to this song I always think about Minju!!!!!!!!,2025-01-19T14:54:45Z
@20IA,0:40,2025-01-19T14:49:33Z
@RastaYoman-qz3gp,😢,2025-01-19T13:57:09Z
@장보미-z7v,제발 이런노래 많이 내주세요 🥲🥲,2025-01-19T13:37:26Z
@AmbikaBholan-gm4ec,forever my fav song 😍🥰😇,2025-01-19T12:40:52Z
@zacklau8349,I'll trust the universe will always bring me to you ~,2025-01-19T12:19:26Z
@gigglesgelio,Is that the girl you crushing on?,2025-01-19T11:45:27Z
@NadiaAlisya-s6c,Q,2025-01-19T10:31:37Z
@Yumie_33,I cant believe this guy is 29😭😭😭,2025-01-19T10:23:55Z
@pyiphyooo1871,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,2025-01-19T10:07:37Z
@itiones1684,the cameraman sure is great like the angle with the sun and the low quality,2025-01-19T09:28:15Z
@anshunegi9090,I was never curious about the video but after watching it..... I am blank 😞,2025-01-19T08:30:22Z
@TigerSingh-wz6pz,🤍🤍🤍🤍🤍🤍🤍🤍🤍,2025-01-19T08:15:23Z
@rajninautiyal3392,it becomes my favourite song love uhh❤❤,2025-01-19T07:31:54Z
@springday4me,dude just hited me with the concept,2025-01-19T06:11:04Z
@anithang8757,"Bro just released when I learned the whole songs ,🩷🤍",2025-01-19T05:53:18Z
@SilvinoCardoso-v5z,❤🎉,2025-01-19T05:50:15Z
@Hogg975,Can i ask what's your favourite colour is it blue sir?😊,2025-01-19T05:21:35Z
@imtoribio,"What a perfect line, ""i'll imagine we fell in love.""

I'm not sure how things ended up like this, but yes, it should stay within the realm of imagination. It shouldn't go beyond that. 🥺",2025-01-19T05:15:46Z
@lovingsalima,"I really like the style, filter, editing  and ways of the videogphy recoded. Soooo much ! 💗",2025-01-19T05:11:33Z
@Nathgtt,"Todo es tan mágico, sus canciones se sienten tan bien ♡",2025-01-19T03:34:30Z
@scenery1313,"Espera, esto es oro.  Es increíble la voz tan hermosa que tiene, realmente estaré apoyando en el futuro 🙇🏻‍♀️💜",2025-01-19T03:30:58Z
@doctorsamadams,So underrated I love this so much,2025-01-19T03:17:59Z
@EXAML,I m listening because the music is too good,2025-01-19T02:29:15Z
@Hi.MalliBlue,❤❤❤,2025-01-19T02:01:36Z
@juliemaeagda-w5n,his familiar are an actor?,2025-01-19T01:17:08Z
@komo8829,"julia, she's looking good girl❤",2025-01-18T20:26:06Z
@Raiyinn-246,Remember me when u are more famous!,2025-01-18T19:57:15Z
@not_abhisheka4799,"I am single not in relationship ever but, One day I will be with some one who I love and make exact same video with her",2025-01-18T19:39:09Z
@NusratJahan-btslover,I’m obsessed with this song why this song is wayyy much good ❤❤❤❤❤❤❤ I can’t stop hearing I never get bored of this song ❤,2025-01-18T19:01:16Z
@bristowxavierlm,💖 from Kerala.,2025-01-18T18:52:49Z
@TaseenKhan013,We want a new masterpiece,2025-01-18T18:36:57Z
@TaseenKhan013,Bro How did you made this masterpiece?,2025-01-18T18:36:26Z
@Jeon199t7,This song touch my heart💖🦋I love it 😩✨💘,2025-01-18T18:35:24Z
@YIENGk4,Mình ước có một tình yêu ngọt ngào như lời bài hát diệu dàng này ❤❤,2025-01-18T17:22:15Z
@alifhmy3774,Aku betah disini❤,2025-01-18T16:12:58Z
@LovelyGirliepop,2 day ago ❤,2025-01-18T16:04:05Z
@ongysvk2726,❤,2025-01-18T15:46:40Z
@nicholasklemensnatadjaja657,this song made me feels like i have a partner even tho i never had one before,2025-01-18T15:40:32Z
@mahnazrafiaislam,In love with this song sooo much that made a video on it. You can find my cinematography on this song in my channel. Let me know your thoughts on it. Thank you.😊😊😊,2025-01-18T14:25:50Z
@EgguRaisu,"Why are you still single?
What's your standard?
Me:90's Type Of Love😔♡",2025-01-18T14:25:33Z
@miaamira3325,❤🤍♥️🤍🥰🙂🙂🙂,2025-01-18T14:09:56Z
@akanocista_rill,why i love blue? beacuse the actress look like my crush,2025-01-18T13:17:23Z
@ador2136,Bro became “The Guy” of the year.,2025-01-18T12:39:21Z
@kiris_kii,Penyakit yung kai blue gila,2025-01-18T12:35:54Z
@TheIrisGal,WHAT IS THE GENRE OF THIS SONG??? I LOVE IT.,2025-01-18T12:32:38Z
@kuronoir04,Listening to this song makes me feel like I've fallen love with someone who don't even exist in this world.,2025-01-18T11:48:33Z
@KenshinP,Nc song👍👍,2025-01-18T11:29:47Z
@vooni.k3294,That girl looks alike Athena of FIFTY FIFTY,2025-01-18T11:11:10Z
@petualangandaysinva7207,246 rb x......,2025-01-18T10:46:49Z
@petualangandaysinva7207,P😂,2025-01-18T10:45:25Z
@gracewhitene3912,Ok,2025-01-18T10:09:07Z
@MN-tv2hm,Even yungkai himself is not suitable as a video actor. This song already belongs to himmel 🤣,2025-01-18T09:43:32Z
@타이론우들리-o8q,👍,2025-01-18T09:31:28Z
@lawli3t.18,"I will listen to this song again and again, because this song gives me so much peace.",2025-01-18T09:21:47Z
@PariSailo-fc9ci,OMGGGG Julia Maa 😭😭😭😭,2025-01-18T09:14:39Z
@notaknownkid2893,The visuals — I was in search of😩🤌,2025-01-18T09:11:05Z
@AKATUSKI761,Heaven 🤍✨,2025-01-18T08:35:06Z
@jasnayati01,Thank you Yung Kai for making such a great song,2025-01-18T08:16:51Z
@aliyah.ersando,Ong i luv thiss❤,2025-01-18T07:50:55Z
@sadatabrar-s8d,crazyyyyyyy!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,2025-01-18T07:48:06Z
@ThungtiYemsen-g4i,"Anyone today! Saturday 18,January",2025-01-18T07:44:28Z
@jaymerillo433,Awesome melody and lyrics,2025-01-18T07:41:48Z
@chaeenglvrs,OMG! JULIA?!🫨❤‍🩹,2025-01-18T07:39:56Z
@marsh8833,who all came here from instagram,2025-01-18T06:56:49Z
@JeniJennifer-g8h,Gila laris banget lagu nya,2025-01-18T06:37:43Z
@UNKNOWN-ui8yp,i liked the music part a lot,2025-01-18T06:35:01Z
@bangmaroskun,Lagu yang disukai anak anak Senja🌅,2025-01-18T06:32:42Z
@jamers8965,"mann. This song is goated, sadly this song is overplayed😞😞",2025-01-18T06:25:27Z
@abhishekvb482,When I reach 1k likes I will propose my crush,2025-01-18T06:15:31Z
@maciya,because the hero himmel will do the same thing,2025-01-18T06:07:12Z
@XD_flex_gaming,The rhythm and feel in this song is 💯🫡,2025-01-18T05:18:54Z
@llmlly7945,لساته ماتخطى؟,2025-01-18T04:38:28Z
@NorbuSherpa-b8c,"It remind of the Chinese drama ""When I Fly Towards You"" 🤧👀",2025-01-18T04:21:07Z
@GamalielTulusnainggolan,This is my favorite song😊,2025-01-18T04:16:51Z
@nurshahedali2667,"Song ❌ emotion ✅
Now it's my favorite song 😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤",2025-01-18T04:13:13Z
@have_a_siesta,I hope you and discord girl are together 🍀,2025-01-18T03:29:12Z
@M_Rsyd,🙂,2025-01-18T03:03:50Z
@hikechophi816,"""I'll imagine we fell in love ""  the Beauty one sided love 💫",2025-01-18T02:37:34Z
@MrMusicman1971,"Reminds me of the song ""Georgia"" And I'll never fall in love (again) Until I Found You (that's the true title!🎙️🎶🎼",2025-01-18T02:36:05Z
@JiminBark-2947,شعور حلو انو أشوف جوليا ناجحه,2025-01-18T02:35:27Z
@AisyiLeighComida,Love it ❤,2025-01-18T01:39:28Z
@WatiLkr-j8c,"Anybody listening to this peaceful and beautiful masterpiece on 18 January 2025 here please , been in imagination is much more harder then being in reality to this world ?",2025-01-18T01:34:37Z
@Jarcokk,my kisah,2025-01-18T00:39:42Z
@princessemmaaaliyahhall,This will always be my favorite song,2025-01-18T00:26:15Z
@sizzledsavagefries5326,beautiful song,2025-01-18T00:19:02Z
@yulipatriciamendozaballen2129,"Está canción me trasmite tanto. Su voz, la escenografía, toda la conformación me hace sentir tan bien. Es hermoso. 🩷",2025-01-17T23:41:25Z
@maverick9428,"""I'll imagine we fell in love ""❤",2025-01-17T23:29:10Z
@potatomatop9326,Then official when the homies aren't around anthem,2025-01-17T19:49:29Z
@rawmoze,damn,2025-01-17T18:25:47Z
@Rong3344,hi,2025-01-17T18:03:06Z
@jaredkhaute4574,Who is the girl in video???,2025-01-17T18:01:56Z
@rizalarifudin4637,😢,2025-01-17T17:59:31Z
@anninithepannini2684,💙,2025-01-17T17:47:43Z
@Nami_65,This song hearing in your teenage years and you have a crush .... This song i want my crush to hear it ... Hope he feels the same like i feel for him .... This song reminds me of him ....💖✨,2025-01-17T17:26:43Z
@Catzki,YOUNG KAI🗣🗣🔥🔥🔥🔥🔥🔥🔥🔥,2025-01-17T17:21:22Z
@_liberty_walker,"""Know you're all that I want this life""",2025-01-17T17:11:14Z
@AshiyaDylanSean,What a beautiful song! makes me teary! i am getting sooo much emotional!!!,2025-01-17T16:38:25Z
@nandika5821,"Such a beautiful song ❤❤❤
Yung kai you are amazing 
Lots of love 🤗🤗🤗❤❤❤❤❤",2025-01-17T16:36:27Z
@DharnishKS911,"I love all about this 

song its just soooo good ❤

The music hits right at your dreams❤",2025-01-17T15:44:38Z
@heaven1221,"I don't know how to express my feelings, but this song reminds me of those good old days of school when everyone was together, having the best laughters and the best shoulders to our head whenever in lows. Really! this song took me to that phase of life when we used to understand each other without saying even a single word! That was the best phase of my life! Thank you, for making this song!",2025-01-17T15:34:30Z
@box0on,Good,2025-01-17T15:22:57Z
@lynn00007,Imagine this when we get old omggg,2025-01-17T15:11:46Z
@Ningthi_henbi,Anyone 2026😂??.....♤☆♤,2025-01-17T14:56:06Z
@ErwanManluluyo,At this point kai should date the actress.,2025-01-17T14:46:36Z
@STARY.28.0-,Oh Blue Sky!and ocean have a look of my single and loneliness life!!!😅 💙🎀,2025-01-17T14:19:50Z
@yjsoobin-q6z,this song gives me the vibe of wifty,2025-01-17T14:02:04Z
@anant0-0,❤❤,2025-01-17T13:58:28Z
@thazinsuthwe3208,I'll imagine we fell in love 💞,2025-01-17T13:41:05Z
@Anou-b8t,Laying on my bed at 4 am staring at the ceiling lonely as hell listening to this masterpiece,2025-01-17T13:29:58Z
@chokounwasawat2171,"17 Jan 2025 (6 days away from my birthday.)

MY birthday this year, can you please come back to me? Hug me again like you used to. Like those day when we were together. Happy birthday to me, I'll always wait for you here. Even though I know you won't come back.",2025-01-17T12:49:12Z
@leafedits.09,collab with bwu fr,2025-01-17T12:20:06Z
@alimuliaakbar,❤,2025-01-17T12:16:57Z
@xdokja,❤,2025-01-17T12:00:12Z
@lemdavid,not gonna lie but me and my bff would always listen to this whilw sleeping,2025-01-17T11:44:10Z
@ashiqurmahmud,"Someday, we will recreate this video. 🌙✨",2025-01-17T11:34:30Z
